,sym1,sym2,pValue,tValue,cValue,hedgeRatio,zeroCrossings
875,LOOKSUSDT,CREAMUSDT,0.01,-4.1,-3.37,0.01,15
984,LRCUSDT,RUNEUSDT,0.02,-3.63,-3.37,0.21,15
990,LRCUSDT,STORJUSDT,0.02,-3.7,-3.37,0.7,15
933,LOOKSUSDT,ZRXUSDT,0.01,-3.82,-3.37,0.67,15
803,KLAYUSDT,JSTUSDT,0.04,-3.45,-3.37,7.78,15
931,LOOKSUSDT,YFIUSDT,0.04,-3.4,-3.37,0.0,15
887,LOOKSUSDT,HNTUSDT,0.0,-4.21,-3.37,0.05,15
1006,LUNA2USDT,1INCHUSDT,0.02,-3.66,-3.37,2.95,15
753,GLMRUSDT,C98USDT,0.03,-3.57,-3.37,1.4,15
898,LOOKSUSDT,LINAUSDT,0.03,-3.53,-3.37,21.59,15
456,COMPUSDT,MTLUSDT,0.01,-3.88,-3.37,55.32,15
502,CTKUSDT,CVXUSDT,0.01,-3.85,-3.37,0.2,15
154,AGLDUSDT,HOTUSDT,0.03,-3.51,-3.37,162.4,15
598,DYDXUSDT,ETHWUSDT,0.03,-3.49,-3.37,0.55,15
178,AGLDUSDT,TWTUSDT,0.01,-3.83,-3.37,0.12,15
455,COMPUSDT,MKRUSDT,0.02,-3.61,-3.37,0.06,15
1161,RNDRUSDT,10000NFTUSDT,0.04,-3.42,-3.37,93.69,15
1320,UNFIUSDT,BELUSDT,0.0,-5.84,-3.37,10.2,15
372,CHRUSDT,JSTUSDT,0.01,-3.89,-3.37,5.06,15
1488,YGGUSDT,10000NFTUSDT,0.01,-3.77,-3.37,45.88,15
384,CHRUSDT,ONTUSDT,0.02,-3.69,-3.37,0.62,15
545,CTSIUSDT,ZENUSDT,0.01,-3.97,-3.37,0.01,15
542,CTSIUSDT,LTCUSDT,0.01,-3.86,-3.37,0.0,15
538,CTSIUSDT,CVXUSDT,0.01,-3.9,-3.37,0.03,15
102,ACHUSDT,JSTUSDT,0.03,-3.56,-3.37,0.44,15
106,ACHUSDT,MASKUSDT,0.03,-3.57,-3.37,0.0,15
515,CTKUSDT,MATICUSDT,0.01,-4.1,-3.37,0.9,15
600,DYDXUSDT,GMTUSDT,0.03,-3.49,-3.37,4.85,15
512,CTKUSDT,KSMUSDT,0.02,-3.73,-3.37,0.03,15
429,COMPUSDT,CREAMUSDT,0.02,-3.71,-3.37,3.18,15
1216,SKLUSDT,CVXUSDT,0.01,-3.82,-3.37,0.01,15
1220,SKLUSDT,GMTUSDT,0.04,-3.4,-3.37,0.07,15
115,ACHUSDT,STORJUSDT,0.03,-3.48,-3.37,0.03,15
505,CTKUSDT,ETHWUSDT,0.04,-3.41,-3.37,0.22,15
147,AGLDUSDT,CVXUSDT,0.01,-3.97,-3.37,0.07,15
1225,SKLUSDT,KSMUSDT,0.03,-3.48,-3.37,0.0,15
500,CTKUSDT,CELRUSDT,0.01,-3.96,-3.37,66.94,15
117,ACHUSDT,TRXUSDT,0.03,-3.49,-3.37,0.18,15
1464,XTZUSDT,IOSTUSDT,0.03,-3.49,-3.37,118.32,15
135,AGLDUSDT,APEUSDT,0.0,-4.54,-3.37,0.08,15
452,COMPUSDT,MASKUSDT,0.03,-3.57,-3.37,15.03,15
1055,NEOUSDT,IMXUSDT,0.01,-3.93,-3.37,15.97,15
82,AAVEUSDT,SWEATUSDT,0.03,-3.48,-3.37,4086.75,15
355,CHRUSDT,CREAMUSDT,0.05,-3.37,-3.37,0.01,15
648,ETCUSDT,APEUSDT,0.04,-3.42,-3.37,5.86,15
1061,NEOUSDT,TWTUSDT,0.03,-3.5,-3.37,3.13,15
703,FTMUSDT,TWTUSDT,0.02,-3.63,-3.37,0.08,15
241,API3USDT,IMXUSDT,0.0,-4.37,-3.37,3.39,15
54,1INCHUSDT,LINKUSDT,0.03,-3.59,-3.37,0.09,15
679,FLOWUSDT,CELRUSDT,0.04,-3.39,-3.37,102.83,15
1354,UNFIUSDT,HNTUSDT,0.01,-3.92,-3.37,1.78,15
677,FLOWUSDT,C98USDT,0.0,-4.68,-3.37,4.78,15
1092,OPUSDT,1INCHUSDT,0.01,-4.1,-3.37,1.65,15
1525,YGGUSDT,REQUSDT,0.01,-3.94,-3.37,2.46,15
660,FILUSDT,1INCHUSDT,0.03,-3.53,-3.37,8.23,15
191,ALGOUSDT,BOBAUSDT,0.01,-3.81,-3.37,1.24,15
460,COMPUSDT,QNTUSDT,0.01,-3.77,-3.37,0.35,15
78,AAVEUSDT,RUNEUSDT,0.03,-3.48,-3.37,49.69,15
350,CHRUSDT,CELOUSDT,0.01,-3.93,-3.37,0.23,15
644,ENJUSDT,TWTUSDT,0.03,-3.55,-3.37,0.14,15
334,CHRUSDT,AGLDUSDT,0.02,-3.64,-3.37,0.44,15
181,AGLDUSDT,XMRUSDT,0.01,-3.91,-3.37,0.0,15
168,AGLDUSDT,REQUSDT,0.01,-3.77,-3.37,2.83,14
1375,UNFIUSDT,ONEUSDT,0.0,-4.56,-3.37,300.56,14
439,COMPUSDT,GMTUSDT,0.01,-3.94,-3.37,100.43,14
850,LITUSDT,AKROUSDT,0.02,-3.72,-3.37,252.42,14
179,AGLDUSDT,USDCUSDT,0.01,-3.81,-3.37,0.24,14
249,API3USDT,MASKUSDT,0.01,-3.82,-3.37,0.55,14
843,LDOUSDT,BNXUSDT,0.02,-3.74,-3.37,0.01,14
224,API3USDT,BNXUSDT,0.02,-3.65,-3.37,0.01,14
1428,WAVESUSDT,AKROUSDT,0.04,-3.44,-3.37,823.47,14
1315,UNFIUSDT,BAKEUSDT,0.0,-4.55,-3.37,22.94,14
1316,UNFIUSDT,BALUSDT,0.01,-3.93,-3.37,0.77,14
167,AGLDUSDT,PAXGUSDT,0.02,-3.75,-3.37,0.0,14
1406,UNFIUSDT,XNOUSDT,0.01,-3.79,-3.37,7.05,14
1282,SNXUSDT,HNTUSDT,0.02,-3.6,-3.37,0.72,14
353,CHRUSDT,CKBUSDT,0.0,-4.46,-3.37,43.31,14
1345,UNFIUSDT,ETCUSDT,0.01,-3.93,-3.37,0.22,14
1299,UNFIUSDT,1000XECUSDT,0.0,-4.27,-3.37,142.32,14
1342,UNFIUSDT,EGLDUSDT,0.0,-4.33,-3.37,0.1,14
396,CHRUSDT,SUSHIUSDT,0.02,-3.6,-3.37,0.09,14
1377,UNFIUSDT,OPUSDT,0.05,-3.37,-3.37,4.79,14
1149,REEFUSDT,COTIUSDT,0.01,-3.78,-3.37,0.04,14
547,DENTUSDT,1000LUNCUSDT,0.02,-3.65,-3.37,0.0,14
1111,OPUSDT,EGLDUSDT,0.01,-3.77,-3.37,0.02,14
647,ENSUSDT,10000NFTUSDT,0.02,-3.68,-3.37,2655.54,14
1093,OPUSDT,AAVEUSDT,0.02,-3.72,-3.37,0.02,14
1041,NEOUSDT,AKROUSDT,0.04,-3.47,-3.37,2469.02,14
81,AAVEUSDT,SUNUSDT,0.04,-3.41,-3.37,11333.67,14
127,AGLDUSDT,10000NFTUSDT,0.01,-3.96,-3.37,52.71,14
601,DYDXUSDT,GMXUSDT,0.01,-3.94,-3.37,0.04,14
1153,REEFUSDT,EGLDUSDT,0.03,-3.58,-3.37,0.0,14
1168,RVNUSDT,1000LUNCUSDT,0.05,-3.37,-3.37,0.13,14
765,HBARUSDT,AAVEUSDT,0.04,-3.41,-3.37,0.0,14
1080,OMGUSDT,SFPUSDT,0.03,-3.48,-3.37,2.17,14
1100,OPUSDT,AXSUSDT,0.0,-4.25,-3.37,0.13,14
731,GLMRUSDT,AAVEUSDT,0.03,-3.52,-3.37,0.01,14
35,1000LUNCUSDT,SHIB1000USDT,0.04,-3.44,-3.37,17.98,14
1241,SLPUSDT,AXSUSDT,0.03,-3.52,-3.37,0.0,14
123,ADAUSDT,1000LUNCUSDT,0.0,-8.69,-3.37,2.01,14
254,API3USDT,REQUSDT,0.03,-3.58,-3.37,16.18,14
528,CTKUSDT,USDCUSDT,0.03,-3.52,-3.37,0.73,14
520,CTKUSDT,RSS3USDT,0.01,-4.1,-3.37,5.91,14
534,CTSIUSDT,AXSUSDT,0.03,-3.55,-3.37,0.02,14
39,1000XECUSDT,BALUSDT,0.02,-3.6,-3.37,0.01,14
1477,XTZUSDT,STORJUSDT,0.02,-3.62,-3.37,2.91,14
952,LRCUSDT,CREAMUSDT,0.04,-3.45,-3.37,0.02,13
213,API3USDT,ANTUSDT,0.02,-3.71,-3.37,0.75,13
909,LOOKSUSDT,RVNUSDT,0.0,-4.27,-3.37,5.99,13
216,API3USDT,ASTRUSDT,0.02,-3.66,-3.37,36.83,13
245,API3USDT,KSMUSDT,0.05,-3.37,-3.37,0.06,13
221,API3USDT,BELUSDT,0.02,-3.74,-3.37,3.48,13
198,ALGOUSDT,REQUSDT,0.03,-3.51,-3.37,2.88,13
238,API3USDT,GMTUSDT,0.03,-3.5,-3.37,3.67,13
52,1INCHUSDT,CELOUSDT,0.01,-4.03,-3.37,1.11,13
861,LOOKSUSDT,AUDIOUSDT,0.04,-3.38,-3.37,0.86,13
134,AGLDUSDT,ANTUSDT,0.01,-3.89,-3.37,0.13,13
1514,YGGUSDT,ICXUSDT,0.02,-3.68,-3.37,1.34,13
904,LOOKSUSDT,QNTUSDT,0.01,-4.08,-3.37,0.0,13
80,AAVEUSDT,STGUSDT,0.0,-4.49,-3.37,133.45,13
920,LOOKSUSDT,TOMOUSDT,0.02,-3.68,-3.37,0.42,13
871,LOOKSUSDT,CELRUSDT,0.03,-3.5,-3.37,11.09,13
923,LOOKSUSDT,TWTUSDT,0.01,-3.95,-3.37,0.06,13
897,LOOKSUSDT,LDOUSDT,0.03,-3.56,-3.37,0.11,13
1494,YGGUSDT,ASTRUSDT,0.01,-3.81,-3.37,5.6,13
88,ACHUSDT,APEUSDT,0.03,-3.47,-3.37,0.0,13
162,AGLDUSDT,MASKUSDT,0.02,-3.59,-3.37,0.1,13
893,LOOKSUSDT,JASMYUSDT,0.01,-3.91,-3.37,32.5,13
158,AGLDUSDT,KAVAUSDT,0.01,-3.87,-3.37,0.28,13
157,AGLDUSDT,JSTUSDT,0.01,-3.87,-3.37,11.47,13
113,ACHUSDT,SFPUSDT,0.01,-4.05,-3.37,0.02,13
125,ADAUSDT,1INCHUSDT,0.0,-7.97,-3.37,0.61,13
723,GALUSDT,BELUSDT,0.04,-3.4,-3.37,3.3,13
912,LOOKSUSDT,SFPUSDT,0.0,-4.17,-3.37,0.24,13
267,API3USDT,ZENUSDT,0.02,-3.64,-3.37,0.16,13
1322,UNFIUSDT,BLZUSDT,0.01,-3.9,-3.37,71.03,13
599,DYDXUSDT,FXSUSDT,0.02,-3.6,-3.37,0.42,13
395,CHRUSDT,STORJUSDT,0.01,-3.94,-3.37,0.32,13
411,COMPUSDT,1INCHUSDT,0.02,-3.72,-3.37,73.65,13
1275,SLPUSDT,MATICUSDT,0.04,-3.39,-3.37,0.0,13
592,DYDXUSDT,BELUSDT,0.03,-3.54,-3.37,4.59,13
1266,SLPUSDT,IMXUSDT,0.02,-3.61,-3.37,0.01,13
569,DODOUSDT,TWTUSDT,0.03,-3.48,-3.37,0.05,13
1255,SLPUSDT,CVXUSDT,0.01,-3.88,-3.37,0.0,13
797,IOTXUSDT,APEUSDT,0.02,-3.71,-3.37,0.01,13
461,COMPUSDT,QTUMUSDT,0.04,-3.4,-3.37,18.66,13
469,COMPUSDT,STORJUSDT,0.01,-4.02,-3.37,114.77,13
1239,SLPUSDT,APEUSDT,0.02,-3.67,-3.37,0.0,13
1231,SKLUSDT,MTLUSDT,0.01,-3.8,-3.37,0.04,13
1222,SKLUSDT,ICXUSDT,0.04,-3.38,-3.37,0.16,13
511,CTKUSDT,KAVAUSDT,0.01,-3.99,-3.37,0.87,13
561,DODOUSDT,CELRUSDT,0.03,-3.51,-3.37,10.18,13
1196,SANDUSDT,IMXUSDT,0.01,-3.89,-3.37,1.34,13
1192,SANDUSDT,CVXUSDT,0.01,-3.96,-3.37,0.15,13
546,CVCUSDT,APEUSDT,0.03,-3.5,-3.37,0.03,13
994,LRCUSDT,TRBUSDT,0.03,-3.53,-3.37,0.02,13
364,CHRUSDT,GALUSDT,0.04,-3.39,-3.37,0.08,13
663,FITFIUSDT,1INCHUSDT,0.0,-4.39,-3.37,0.06,13
969,LRCUSDT,JASMYUSDT,0.02,-3.68,-3.37,61.48,13
730,GLMRUSDT,1INCHUSDT,0.02,-3.71,-3.37,0.65,13
287,AVAXUSDT,RVNUSDT,0.0,-4.25,-3.37,590.31,13
696,FTMUSDT,IMXUSDT,0.04,-3.4,-3.37,0.42,13
1074,OMGUSDT,BELUSDT,0.04,-3.4,-3.37,2.75,13
840,LDOUSDT,APEUSDT,0.0,-4.2,-3.37,0.36,13
1363,UNFIUSDT,KSMUSDT,0.0,-5.7,-3.37,0.17,13
1096,OPUSDT,ALPHAUSDT,0.01,-3.84,-3.37,10.1,13
1328,UNFIUSDT,CELOUSDT,0.0,-6.01,-3.37,8.77,13
1015,LUNA2USDT,BATUSDT,0.04,-3.43,-3.37,6.87,13
1120,OPUSDT,KDAUSDT,0.03,-3.52,-3.37,1.02,13
973,LRCUSDT,KNCUSDT,0.01,-4.08,-3.37,0.41,13
1132,OPUSDT,SKLUSDT,0.02,-3.73,-3.37,34.17,13
1139,OPUSDT,ZRXUSDT,0.03,-3.54,-3.37,4.64,13
828,KNCUSDT,C98USDT,0.02,-3.76,-3.37,2.39,13
1034,MANAUSDT,CELOUSDT,0.03,-3.54,-3.37,0.82,13
610,DYDXUSDT,TWTUSDT,0.01,-3.87,-3.37,0.88,13
1333,UNFIUSDT,CRVUSDT,0.0,-6.12,-3.37,7.72,13
1043,NEOUSDT,APTUSDT,0.04,-3.39,-3.37,1.57,12
1075,OMGUSDT,BNXUSDT,0.01,-3.96,-3.37,0.01,12
1176,RVNUSDT,APTUSDT,0.02,-3.62,-3.37,0.0,12
1265,SLPUSDT,HOTUSDT,0.01,-3.86,-3.37,1.63,12
1210,SKLUSDT,BNXUSDT,0.01,-3.82,-3.37,0.0,12
1356,UNFIUSDT,ICXUSDT,0.0,-5.44,-3.37,25.76,12
1366,UNFIUSDT,LITUSDT,0.04,-3.47,-3.37,6.09,12
1394,UNFIUSDT,SUSHIUSDT,0.0,-5.0,-3.37,3.52,12
1364,UNFIUSDT,LINAUSDT,0.04,-3.4,-3.37,713.74,12
1397,UNFIUSDT,TRBUSDT,0.02,-3.72,-3.37,0.38,12
1402,UNFIUSDT,WOOUSDT,0.04,-3.43,-3.37,37.11,12
1359,UNFIUSDT,IOTAUSDT,0.0,-4.19,-3.37,18.99,12
1350,UNFIUSDT,GMXUSDT,0.03,-3.52,-3.37,0.1,12
1372,UNFIUSDT,MTLUSDT,0.0,-4.48,-3.37,5.93,12
1349,UNFIUSDT,GMTUSDT,0.0,-5.11,-3.37,10.76,12
981,LRCUSDT,REQUSDT,0.01,-3.82,-3.37,2.71,12
1429,WAVESUSDT,BNXUSDT,0.01,-3.88,-3.37,0.01,12
1336,UNFIUSDT,CVCUSDT,0.0,-4.15,-3.37,42.97,12
995,LRCUSDT,TRXUSDT,0.02,-3.67,-3.37,4.53,12
1453,XTZUSDT,BNXUSDT,0.0,-4.26,-3.37,0.01,12
1326,UNFIUSDT,BTCUSDT,0.03,-3.49,-3.37,0.0,12
0,10000NFTUSDT,PAXGUSDT,0.03,-3.49,-3.37,0.0,12
777,ICPUSDT,AKROUSDT,0.01,-3.81,-3.37,1398.52,12
79,AAVEUSDT,SFPUSDT,0.0,-4.55,-3.37,111.36,12
608,DYDXUSDT,SCRTUSDT,0.04,-3.43,-3.37,2.86,12
522,CTKUSDT,SFPUSDT,0.03,-3.51,-3.37,1.47,12
519,CTKUSDT,REQUSDT,0.03,-3.53,-3.37,8.66,12
507,CTKUSDT,HNTUSDT,0.03,-3.5,-3.37,0.33,12
717,GALUSDT,10000NFTUSDT,0.04,-3.41,-3.37,286.34,12
759,GMTUSDT,1000LUNCUSDT,0.0,-4.99,-3.37,2.39,12
389,CHRUSDT,RSS3USDT,0.01,-3.85,-3.37,0.85,12
387,CHRUSDT,REQUSDT,0.01,-3.98,-3.37,1.25,12
380,CHRUSDT,MASKUSDT,0.04,-3.46,-3.37,0.04,12
316,BTCUSDT,KDAUSDT,0.04,-3.46,-3.37,19460.67,12
208,ALPHAUSDT,HOTUSDT,0.03,-3.56,-3.37,56.35,12
199,ALGOUSDT,RSS3USDT,0.02,-3.76,-3.37,1.97,12
637,ENJUSDT,SFPUSDT,0.01,-3.77,-3.37,0.58,12
905,LOOKSUSDT,REQUSDT,0.01,-3.96,-3.37,1.43,12
1516,YGGUSDT,JSTUSDT,0.01,-3.91,-3.37,9.99,11
761,GMTUSDT,1INCHUSDT,0.0,-5.01,-3.37,0.73,11
474,COMPUSDT,TOMOUSDT,0.02,-3.69,-3.37,129.94,11
442,COMPUSDT,HOTUSDT,0.02,-3.65,-3.37,25440.05,11
1042,NEOUSDT,APEUSDT,0.02,-3.66,-3.37,2.1,11
432,COMPUSDT,CVXUSDT,0.01,-4.0,-3.37,10.24,11
1273,SLPUSDT,LTCUSDT,0.03,-3.56,-3.37,0.0,11
1283,SNXUSDT,HOTUSDT,0.05,-3.37,-3.37,1102.52,11
1284,SNXUSDT,LTCUSDT,0.01,-3.77,-3.37,0.03,11
406,CHRUSDT,ZENUSDT,0.01,-3.77,-3.37,0.01,11
921,LOOKSUSDT,TRBUSDT,0.0,-4.21,-3.37,0.01,11
400,CHRUSDT,UNIUSDT,0.03,-3.51,-3.37,0.02,11
1028,MANAUSDT,ANTUSDT,0.04,-3.4,-3.37,0.21,11
762,GMTUSDT,AAVEUSDT,0.0,-5.03,-3.37,0.01,11
1047,NEOUSDT,BELUSDT,0.02,-3.68,-3.37,16.37,11
1529,YGGUSDT,STORJUSDT,0.01,-4.05,-3.37,0.64,11
930,LOOKSUSDT,XRPUSDT,0.04,-3.42,-3.37,0.34,11
45,1000XECUSDT,KDAUSDT,0.0,-4.86,-3.37,0.03,11
768,HBARUSDT,ASTRUSDT,0.02,-3.61,-3.37,1.23,11
646,ENJUSDT,ZRXUSDT,0.04,-3.4,-3.37,1.59,11
374,CHRUSDT,KSMUSDT,0.02,-3.61,-3.37,0.0,11
362,CHRUSDT,ETHWUSDT,0.02,-3.74,-3.37,0.03,11
1329,UNFIUSDT,CELRUSDT,0.0,-5.63,-3.37,366.61,11
323,CEEKUSDT,1INCHUSDT,0.03,-3.56,-3.37,0.19,11
996,LRCUSDT,TWTUSDT,0.02,-3.71,-3.37,0.11,11
895,LOOKSUSDT,KAVAUSDT,0.01,-4.01,-3.37,0.14,11
1355,UNFIUSDT,HOTUSDT,0.0,-4.74,-3.37,2725.9,11
475,COMPUSDT,TRBUSDT,0.01,-3.98,-3.37,3.53,11
477,COMPUSDT,TWTUSDT,0.01,-4.03,-3.37,18.19,11
262,API3USDT,TWTUSDT,0.02,-3.69,-3.37,0.66,11
494,CTKUSDT,ASTRUSDT,0.01,-4.05,-3.37,19.72,11
1117,OPUSDT,GMXUSDT,0.01,-3.81,-3.37,0.02,11
1119,OPUSDT,KAVAUSDT,0.04,-3.46,-3.37,0.99,11
1121,OPUSDT,KLAYUSDT,0.04,-3.4,-3.37,5.17,11
1123,OPUSDT,LTCUSDT,0.03,-3.5,-3.37,0.01,11
1125,OPUSDT,MASKUSDT,0.01,-4.11,-3.37,0.34,11
1101,OPUSDT,BCHUSDT,0.01,-4.08,-3.37,0.01,11
612,DYDXUSDT,ZENUSDT,0.02,-3.67,-3.37,0.21,11
1098,OPUSDT,APEUSDT,0.0,-4.13,-3.37,0.27,11
31,1000LUNCUSDT,LTCUSDT,0.03,-3.58,-3.37,0.0,11
594,DYDXUSDT,CRVUSDT,0.03,-3.5,-3.37,3.48,11
562,DODOUSDT,CRVUSDT,0.02,-3.65,-3.37,0.21,11
550,DENTUSDT,APEUSDT,0.01,-3.96,-3.37,0.0,11
688,FTMUSDT,BAKEUSDT,0.03,-3.5,-3.37,0.98,11
1186,SANDUSDT,BELUSDT,0.01,-3.84,-3.37,1.37,11
693,FTMUSDT,CVXUSDT,0.01,-4.01,-3.37,0.05,11
1208,SKLUSDT,ASTRUSDT,0.04,-3.39,-3.37,0.66,11
518,CTKUSDT,ONTUSDT,0.03,-3.5,-3.37,4.33,11
509,CTKUSDT,IMXUSDT,0.01,-3.87,-3.37,1.82,11
1219,SKLUSDT,ETHWUSDT,0.03,-3.53,-3.37,0.01,11
902,LOOKSUSDT,ONTUSDT,0.01,-3.85,-3.37,0.72,11
713,GALAUSDT,CELOUSDT,0.04,-3.4,-3.37,0.05,11
506,CTKUSDT,GMTUSDT,0.03,-3.48,-3.37,1.96,11
1224,SKLUSDT,KAVAUSDT,0.03,-3.51,-3.37,0.03,11
1056,NEOUSDT,KAVAUSDT,0.03,-3.54,-3.37,7.62,11
496,CTKUSDT,BCHUSDT,0.0,-4.72,-3.37,0.01,11
1357,UNFIUSDT,IMXUSDT,0.0,-5.36,-3.37,9.95,11
764,GRTUSDT,COTIUSDT,0.02,-3.64,-3.37,0.78,11
1439,WAVESUSDT,TWTUSDT,0.03,-3.59,-3.37,1.04,11
204,ALPHAUSDT,BELUSDT,0.02,-3.75,-3.37,0.21,11
156,AGLDUSDT,IMXUSDT,0.01,-4.05,-3.37,0.59,11
164,AGLDUSDT,MKRUSDT,0.02,-3.71,-3.37,0.0,11
166,AGLDUSDT,ONTUSDT,0.01,-4.11,-3.37,1.41,11
175,AGLDUSDT,SUSHIUSDT,0.01,-3.79,-3.37,0.21,11
894,LOOKSUSDT,JSTUSDT,0.01,-3.98,-3.37,5.82,11
1434,WAVESUSDT,LTCUSDT,0.04,-3.46,-3.37,0.03,11
852,LOOKSUSDT,10000NFTUSDT,0.01,-3.87,-3.37,26.75,11
138,AGLDUSDT,BCHUSDT,0.02,-3.61,-3.37,0.0,11
203,ALGOUSDT,XEMUSDT,0.04,-3.38,-3.37,7.61,11
1523,YGGUSDT,ONTUSDT,0.01,-3.85,-3.37,1.23,11
970,LRCUSDT,JSTUSDT,0.02,-3.7,-3.37,11.02,11
1431,WAVESUSDT,CVXUSDT,0.02,-3.71,-3.37,0.59,11
188,ALGOUSDT,ASTRUSDT,0.0,-4.14,-3.37,6.56,11
1421,VETUSDT,ASTRUSDT,0.04,-3.45,-3.37,0.48,11
153,AGLDUSDT,HNTUSDT,0.03,-3.49,-3.37,0.11,11
1460,XTZUSDT,ETHWUSDT,0.04,-3.46,-3.37,0.29,11
1503,YGGUSDT,CHZUSDT,0.02,-3.67,-3.37,1.12,11
257,API3USDT,STGUSDT,0.03,-3.5,-3.37,3.29,11
58,AAVEUSDT,ASTRUSDT,0.0,-4.91,-3.37,1493.32,11
244,API3USDT,KAVAUSDT,0.03,-3.53,-3.37,1.62,11
243,API3USDT,JSTUSDT,0.04,-3.45,-3.37,65.69,11
879,LOOKSUSDT,DARUSDT,0.04,-3.45,-3.37,0.96,11
66,AAVEUSDT,COTIUSDT,0.03,-3.49,-3.37,794.56,11
84,AAVEUSDT,XEMUSDT,0.04,-3.4,-3.37,1731.36,10
1116,OPUSDT,GMTUSDT,0.04,-3.39,-3.37,2.25,10
59,AAVEUSDT,BANDUSDT,0.03,-3.55,-3.37,33.05,10
1512,YGGUSDT,GMTUSDT,0.01,-3.82,-3.37,0.56,10
61,AAVEUSDT,BNXUSDT,0.02,-3.74,-3.37,0.35,10
180,AGLDUSDT,XEMUSDT,0.01,-4.1,-3.37,7.45,10
1128,OPUSDT,PAXGUSDT,0.04,-3.43,-3.37,0.0,10
1133,OPUSDT,SNXUSDT,0.03,-3.58,-3.37,0.52,10
476,COMPUSDT,TRXUSDT,0.01,-3.98,-3.37,739.45,10
690,FTMUSDT,BNXUSDT,0.03,-3.58,-3.37,0.0,10
1369,UNFIUSDT,MATICUSDT,0.0,-5.92,-3.37,4.95,10
481,COMPUSDT,WOOUSDT,0.04,-3.42,-3.37,346.35,10
1235,SLPUSDT,1000LUNCUSDT,0.02,-3.71,-3.37,0.02,10
874,LOOKSUSDT,COTIUSDT,0.01,-3.95,-3.37,1.74,10
498,CTKUSDT,BNXUSDT,0.03,-3.51,-3.37,0.0,10
675,FLOWUSDT,BNXUSDT,0.0,-4.29,-3.37,0.01,10
412,COMPUSDT,AAVEUSDT,0.03,-3.49,-3.37,0.67,10
1091,OPUSDT,1000LUNCUSDT,0.01,-4.08,-3.37,5.43,10
908,LOOKSUSDT,RSS3USDT,0.01,-3.98,-3.37,0.98,10
524,CTKUSDT,STORJUSDT,0.03,-3.59,-3.37,2.24,10
419,COMPUSDT,BANDUSDT,0.01,-4.11,-3.37,22.29,10
270,APTUSDT,APEUSDT,0.02,-3.76,-3.37,1.33,10
1424,VETUSDT,BNXUSDT,0.01,-3.93,-3.37,0.0,10
1391,UNFIUSDT,STMXUSDT,0.01,-3.77,-3.37,819.16,10
1403,UNFIUSDT,XEMUSDT,0.0,-5.19,-3.37,124.99,10
1312,UNFIUSDT,AUDIOUSDT,0.01,-3.9,-3.37,28.28,10
1401,UNFIUSDT,USDCUSDT,0.0,-4.88,-3.37,4.01,10
371,CHRUSDT,IOSTUSDT,0.04,-3.41,-3.37,13.14,10
782,ICPUSDT,BNXUSDT,0.03,-3.58,-3.37,0.02,10
1318,UNFIUSDT,BATUSDT,0.0,-4.21,-3.37,18.36,10
787,INJUSDT,BNXUSDT,0.01,-3.84,-3.37,0.01,10
1324,UNFIUSDT,BNXUSDT,0.0,-5.7,-3.37,0.03,10
1310,UNFIUSDT,ARUSDT,0.0,-4.18,-3.37,0.44,10
1327,UNFIUSDT,C98USDT,0.0,-4.73,-3.37,17.05,10
999,LRCUSDT,WOOUSDT,0.03,-3.48,-3.37,2.12,10
1387,UNFIUSDT,SHIB1000USDT,0.03,-3.57,-3.37,467.38,10
1384,UNFIUSDT,RSS3USDT,0.0,-5.37,-3.37,32.38,10
1353,UNFIUSDT,HBARUSDT,0.02,-3.7,-3.37,87.41,10
1380,UNFIUSDT,QTUMUSDT,0.01,-3.89,-3.37,2.0,10
299,BITUSDT,COTIUSDT,0.01,-3.87,-3.37,4.01,10
1311,UNFIUSDT,ASTRUSDT,0.0,-5.22,-3.37,107.94,10
1230,SKLUSDT,MASKUSDT,0.03,-3.48,-3.37,0.01,10
1305,UNFIUSDT,ANKRUSDT,0.0,-5.22,-3.37,193.22,10
831,KNCUSDT,COTIUSDT,0.0,-4.47,-3.37,8.04,10
1025,MANAUSDT,1000XECUSDT,0.04,-3.42,-3.37,13.29,10
1019,LUNA2USDT,BNXUSDT,0.0,-4.26,-3.37,0.01,10
398,CHRUSDT,TRXUSDT,0.01,-3.82,-3.37,2.08,10
435,COMPUSDT,ETHWUSDT,0.01,-3.85,-3.37,11.44,9
369,CHRUSDT,ICXUSDT,0.03,-3.56,-3.37,0.68,9
567,DODOUSDT,LTCUSDT,0.04,-3.4,-3.37,0.0,9
574,DUSKUSDT,COTIUSDT,0.04,-3.45,-3.37,1.2,9
1162,RNDRUSDT,1INCHUSDT,0.02,-3.72,-3.37,0.84,9
397,CHRUSDT,TOMOUSDT,0.02,-3.62,-3.37,0.37,9
1156,REEFUSDT,JSTUSDT,0.04,-3.44,-3.37,0.14,9
596,DYDXUSDT,DASHUSDT,0.01,-3.93,-3.37,0.05,9
607,DYDXUSDT,REQUSDT,0.04,-3.47,-3.37,21.39,9
1502,YGGUSDT,CELRUSDT,0.03,-3.48,-3.37,19.01,9
349,CHRUSDT,BSWUSDT,0.02,-3.67,-3.37,0.54,9
611,DYDXUSDT,XRPUSDT,0.02,-3.72,-3.37,5.02,9
1175,RVNUSDT,APEUSDT,0.0,-4.18,-3.37,0.01,9
1504,YGGUSDT,COTIUSDT,0.04,-3.4,-3.37,2.98,9
